asunto,cuerpo,etiqueta,remitente,tiene_links,errores_gramaticales,todo_mayusculas,solicita_info_personal,clasificacion
"Su cuenta ha sido bloqueada,""Estimado cliente, su cuenta ha sido bloqueada debido a una violación de seguridad. Haga clic aquí para desbloquearla: [enlace sospechoso]"",spam,seguridad@bancomundial.net,True,False,False,True,Spam",,,,,,,,HAM
"Solicitud de amistad,""Hola, me llamo Juan y quería agregarle a mi lista de amigos"",ham,juan.perez@gmail.com,False,False,False,False,Spam",,,,1,1,1,1,
"Re: Cita médica,""Doctor, he adjuntado mis resultados médicos"",ham,paciente@hospital.com,False,False,False,False,Spam",,,,,,,,
GANA DINERO FACILMENTE,Gana dinero fácilmente desde casa. Haga clic aquí para más información: [enlace sospechoso],spam,ganadinero@facil.com,True,True,True,False,HAM
"Tu pedido ha sido enviado,""Estimado cliente, su pedido ha sido enviado. Puede rastrearlo aquí: [enlace legítimo]"",ham,pedidos@tiendaonline.com,True,False,False,False,Spam",,,,,,,,
"Oferta Increíble: ¡Gana un millón de dólares!,""¡Felicidades! Ha ganado un millón de dólares. Para reclamar su premio, haga clic aquí: [enlace sospechoso]"",spam,ofertasincreibles@ganadinero.com,True,False,True,True,Spam",,,,,,,,
"Re: Tu pedido ha sido enviado,""Estimado cliente, su pedido ha sido enviado. Puede rastrearlo aquí: [enlace legítimo]"",ham,pedidos@ejemplo.com,True,False,False,False,Spam",,,,,,,,
"Actualización de seguridad importante,""Estimado usuario, hemos detectado actividad sospechosa en su cuenta. Por favor, verifique su información aquí: [enlace sospechoso]"",spam,seguridad@bancofalso.com,True,False,False,True,Spam",,,,,,,,
"Tu paquete está listo para ser recogido,""Hola, tu paquete está listo para ser recogido en nuestra oficina. Más información aquí: [enlace legítimo]"",ham,notificaciones@empresaenvios.com,True,False,False,False,Spam",,,,,,,,
¡¡GRAN OFERTA!!,Aprovecha nuestra gran oferta por tiempo limitado. Haga clic aquí para obtener más información: [enlace sospechoso],spam,ofertas@superdescuento.net,True,True,True,False,Spam
"Su cuenta ha sido bloqueada,""Estimado cliente, su cuenta ha sido bloqueada debido a una violación de seguridad. Haga clic aquí para desbloquearla: [enlace sospechoso]"",spam,seguridad@bancomundial.net,True,False,False,True,Spam",,,,,,,,
"Solicitud de amistad,""Hola, me llamo Juan y quería agregarle a mi lista de amigos"",ham,juan.perez@gmail.com,False,False,False,False,Spam",,,,,,,,
"Re: Cita médica,""Doctor, he adjuntado mis resultados médicos"",ham,paciente@hospital.com,False,False,False,False,Spam",,,,,,,,
GANA DINERO FACILMENTE,Gana dinero fácilmente desde casa. Haga clic aquí para más información: [enlace sospechoso],spam,ganadinero@facil.com,True,True,True,False,Spam
"Tu pedido ha sido enviado,""Estimado cliente, su pedido ha sido enviado. Puede rastrearlo aquí: [enlace legítimo]"",ham,pedidos@tiendaonline.com,True,False,False,False,Spam",,,,,,,,
Nueva promoción!,Tenemos una nueva promoción que te encantará!,ham,promotions@example.com,False,False,False,False,Spam
"Atención al cliente,""Para cualquier consulta, contáctanos al +555-555-5555"",ham,support@example.com,False,False,False,False,Ham",,,,,,,,
R#: Reunión de mañana,Confirmado. Nos vemos mañana#a las 10:00 AM,ham,coworker@example.com,False,False,False,False,Ham
Recordatorio de evento,Recuerda que tenemos un evento el próximo sábado!,ham,events@example.com,False,False,False,False,Ham
"Felicidades, has ganado un premio!,""Para#reclamar tu premio, haz click aquí: [enlace sospechoso]"",spam,premios@fakemail.com,True,False,False,True,Spam",N#ne,,,,,,,
Tu cuenta ha sido comprometida!,Necesitas actualizar tu información inmediatamente. Haz click aquí: [enlace sospechoso],spam,security@fakebank.com,True,False,False,True,Spam
Oferta exclusiva para ti!,Descubre nuestra oferta exclusiva. Haz click aquí para más información: [enlace sospechoso],spam,ofertas@spammail.com,True,False,False,False,Spam
"Actualiza tu software ahora!,""Para evitar problemas, actualiza tu software inmediatamen#e."",ham,software@example.com,False,False,False,False,Ham",N#ne,,,1,1,1,1,
Gana un coche nuevo!,Participa en nuestro sorteo y gana un coche nuevo!,spam,sorteo@fakecompany.com,1,1,1,1,Spam
"Problemas con tu cuenta?,""Si tienes problemas con tu cuenta, contacta con soporte."",ham,support@example.com,False,False,False,False,Ham",,,,,,,,
"Tu contraseña ha sido cambiada.,""Si no has sido tú, contacta con soporte inmediatamente."",ham,security@example.com,False,False,False,False,Ham",,,,,,,,
Inicia sesión ahora!,Necesitas iniciar sesión para acceder a tu cuenta.,ham,login@example.com,False,False,False,False,Ham
Recuerda tu cita!,No olvides tu cita el próximo martes.,ham,calendar@example.com,False,False,False,False,Ham
Re: Proyecto X,Hemos actualizado el estado del proyecto X. Más información aquí: [enlace legítimo],ham,projectmanager@example.com,True,False,False,False,Spam
Oferta limitada: ¡No te lo pierdas!,¡Oferta por tiempo limitado! Haz click aquí: [enlace sospechoso],spam,ofertas@spam.com,True,False,True,False,Spam
Su pedido ha sido confirmado,Gracias por su compra! Su pedido ha sido confirmado. Puede verlo aquí: [enlace legítimo],ham,orders@onlineStore.com,True,False,False,False,Spam
Tu suscripción ha expirado,Renueva tu suscripción aquí: [enlace legítimo],ham,subscriptions@example.com,True,False,False,False,HAM
"Problema con tu pago,""Hemos detectado un problema con tu pago reciente. Por favor, verifica tu información aquí: [enlace legítimo]"",ham,payments@example.com,True,False,False,False,Spam",,,,,,,,
Nueva actualización disponible!,Descarga la nueva actualización ahora mismo!,ham,updates@example.com,False,False,False,False,Ham
Tu reserva ha sido confirmada,Tu reserva ha sido confirmada exitosamente. Más detalles aquí: [enlace legítimo],ham,reservations@hotel.com,True,False,False,False,Spam
¡No te pierdas esta oportunidad!,¡Oferta especial por tiempo limitado! Haz click aquí: [enlace sospechoso],spam,superofertas@spam.com,True,False,True,False,Spam
Tu cuenta ha s#do creada,Bienvenido a nuestro #ervicio! Tu cuenta ha sido creada exitosamente.,ham,signup@example.com,False,False,False,False,Ham
"Oferta Increíble: ¡Gane un Millón de Dólares!,""¡Felicidades! Ha ganado un millón de dólares. Para reclamar su premio, haga clic aquí: [enlace sospechoso]"",spam,premiosmillonarios@ofertasespeciales.com,True,True,True,True,Spam",,,,,,,,
"Re: Su pedido ha sido enviado,""Estimado cliente, su pedido ha sido enviado y llegará en 2-3 días hábiles. Puede rastrearlo aquí: [enlace legítimo]"",ham,ventas@ejemplo.com,False,False,False,False,Spam",,,,,,,,
"Actualice su contraseña ahora,""Estimado usuario, por motivos de seguridad, actualice su contraseña haciendo clic aquí: [enlace sospechoso]"",spam,seguridad@seguridadfalsa.net,True,False,False,True,Spam",,,,,,,,
Su cuenta ha sido comprometida,Su cuenta ha sido comprometida. Haga clic aquí para restablecer su contraseña: [enlace sospechoso],spam,seguridad_sistema@dominiofalso.org,True,False,False,True,Spam
Nueva promoción en productos de limpieza,Aproveche nuestras ofertas en productos de limpieza. Visite nuestro sitio web: [enlace legítimo],ham,ofertas@limpiezas.com,False,False,False,False,Spam
Gane un viaje gratis a Hawaii,¡Felicitaciones! Ha ganado un viaje gratis a Hawaii. Visite nuestro sitio para reclamar su premio: [enlace sospechoso],spam,viajesgratis@ganapremios.com,True,True,True,True,Spam
"Re: Cita médica,""Estimado paciente, le recordamos su cita médica para mañana a las 10:00 AM."",ham,citasmedicas@hospital.com,False,False,False,False,Spam",,,,1,1,1,1,
"¡¡¡Gane un auto nuevo!!!,""¡Felicidades! Ha ganado un auto nuevo. Para reclamar su premio, proporcione su información personal: [enlace sospechoso]"",spam,ganeauto@sorteos.net,True,True,True,True,Spam",,,,,,,,
"Invitación a evento,""Estimado/a [nombre], le invitamos a nuestro evento el próximo sábado. Más detalles en: [enlace legítimo]"",ham,eventos@empresa.com,False,False,False,False,Ham",,,,1,1,1,1,
Oferta Limitada por Tiempo: ¡Aprovecha ahora!,Oferta por tiempo limitado. ¡No te quedes sin tu producto! Compra ahora: [enlace sospechoso],spam,ofertaslimitadas@superofertas.com,True,True,True,False,Spam
"Re: Su solicitud de empleo,""Estimado/a [nombre], hemos recibido su solicitud de empleo y la estamos revisando. Le mantendremos informado."",ham,rrhh@empresa.com,False,False,False,False,Ham",,,,,,,,
"¡¡¡Oferta Increíble!!! ¡Gane un Millón de Dólares!,""¡Felicidades! Ha ganado un millón de dólares. Para reclamar su premio, haga clic aquí: [enlace sospechoso]"",spam,premiosmillonarios@ofertasespeciales.com,True,True,True,True,Spam",,,,,,,,HAM
Re: Confirmación de pedido,Su pedido ha sido confirmado. Puede ver el detalle aquí: [enlace legítimo],ham,pedidos@tiendaonline.com,False,False,False,False,Ham
"Actualice su información personal,""Estimado usuario, actualice su información personal para mantener su cuenta segura: [enlace sospechoso]"",spam,actualizaciones@seguridadfalsa.net,True,False,False,True,Spam",,,,,,,,
Su cuenta ha sido bloqueada,Su cuenta ha sido bloqueada. Haga clic aquí para desbloquearla: [enlace sospechoso],spam,seguridad_sistema@dominiofalso.org,True,False,False,True,Spam
"Oferta de empleo,""Estimado/a [nombre], hemos encontrado una oferta de empleo que puede interesarle. Visite nuestro sitio web para más información: [enlace legítimo]"",ham,empleo@empleos.com,False,False,False,False,Spam",,,,,,,,
"¡¡¡Gane un viaje a Europa!!!,""¡Felicidades! Ha ganado un viaje a Europa. Para reclamar su premio, proporcione su información personal: [enlace sospechoso]"",spam,ganaviaje@sorteos.net,True,True,True,True,Spam",,,,,,,,
"Re: Cambio de contraseña,""Hemos detectado un cambio de contraseña. Si no lo ha hecho usted, contacte con nosotros."",ham,seguridad@banco.com,False,False,False,False,Ham",,,,,,,,
"Oferta Increíble: ¡Gane un Millón de Dólares!,""¡Felicidades! Ha ganado un millón de dólares. Para reclamar su premio, haga clic aquí: [enlace sospechoso]"",spam,premiosmillonarios@ofertasespeciales.com,True,True,True,True,Spam",,,,,,,,
"Re: Factura pendiente,""Estimado cliente, le recordamos que tiene una factura pendiente. Puede pagarla aquí: [enlace legítimo]"",ham,facturas@empresa.com,False,False,False,False,Ham",,,,,,,,
¡Felicidades! Ha ganado un premio,Ha ganado un premio. Haga clic aquí para reclamarlo: [enlace sospechoso],spam,premios@premiosfalso.com,True,False,False,True,Spam
"Re: Reunión de trabajo,""Estimado/a [nombre], le recordamos la reunión de trabajo de mañana a las 9:00 AM."",ham,reuniones@empresa.com,False,False,False,False,Ham",,,,,,,,
Oferta Exclusiva: ¡No te lo pierdas!,Oferta exclusiva para ti. ¡Compra ahora!: [enlace sospechoso],spam,ofertas@ofertasfalsas.net,True,True,True,False,Spam
"Re: Reserva de hotel,""Estimado/a [nombre], su reserva de hotel ha sido confirmada. Consulte los detalles aquí: [enlace legítimo]"",ham,reservas@hotel.com,False,False,False,False,Ham",,,,,,,,HAM
"¡¡¡¡Gane un crucero gratis!!!!,""¡Felicidades! Ha ganado un crucero gratis. Para reclamar su premio, proporcione sus datos personales: [enlace sospechoso]"",spam,ganacrucero@sorteos.net,True,True,True,True,Spam",,,,,,,,
Re: Pago realizado,Su pago ha sido realizado con éxito. Gracias por su compra.,ham,pagos@tiendaonline.com,False,False,False,False,Ham
"¡Gane un viaje a Disney!,""¡Felicidades! Ha ganado un viaje a Disney. Para reclamarlo, haga clic aquí: [enlace sospechoso]"",spam,disney@premiosfalso.com,True,False,False,True,Spam",,,,,,,,HAM
"Re: Entrevista de trabajo,""Estimado/a [nombre], nos ponemos en contacto para programar su entrevista de trabajo."",ham,rrhh@empresa.com,False,False,False,False,Ham",,,,,,,,
Oferta Limitada: ¡Aprovecha ahora!,Oferta limitada por tiempo limitado. ¡No te quedes sin tu producto! Compra ahora: [enlace sospechoso],spam,ofertaslimitadas@superofertas.com,True,True,True,False,Spam
"Re: Boleto de avión,""Estimado/a [nombre], su boleto de avión ha sido enviado a su correo electrónico."",ham,boletos@aerolinea.com,False,False,False,False,Ham",,,,,,,,
"¡¡¡Gane una casa nueva!!!,""¡Felicidades! Ha ganado una casa nueva. Para reclamar su premio, proporcione sus datos: [enlace sospechoso]"",spam,ganacasa@sorteos.net,True,True,True,True,Spam",,,,,,,,
"Re: Pago procesado,""Estimado cliente, su pago ha sido procesado con éxito. Gracias por su compra."",ham,pagos@tiendaonline.com,False,False,#alse,False,Ham",#one,,,,,,,
¡Ganaste un premio!,¡Felicidades! Has ganado un premio. Haz clic aquí para reclamarlo: [enlace sospechoso],spam,premios@premiosfalso.com,True,False,False,True,Spam
"Re: Actualización de cuenta,""Estimado usuario, hemos actualizado su cuenta. Puede revisar los detalles en su perfil."",ham,soporte@banco.com,False,False,False,False,Ham",,,,1,1,1,1,
Oferta Irresi#tible: ¡No te la pierdas!,Oferta irresistible por tiempo limitado.#¡Compra ahora!: [enlace sospechoso],spam,ofertas@ofertasfalsas.net,True,True,True,False,Spam
"Re: Envío de paquete,""Estimado cliente, su paquete ha sido enviado. Puede rastrearlo aquí: [enlace legítimo]"",ham,envios@empresa.com,False,False,False,False,Ham",,,,,,,,HAM
"¡¡¡Gane una moto nueva!!!,""¡Felicidades! Ha ganado una moto nueva. Para reclamar su premio, complete el formulario: [enlace sospechoso]"",spam,ganamoto@sorteos.net,True,True,True,True,Spam",,,,,,,,
"Re: Información de vuelo,""Estimado/a [nombre], su información de vuelo se encuentra adjunta."",ham,informacion@aerolinea.com,False,False,False,False,Ham",,,,,,,,
¡Oferta Flash! ¡Compra ahora!,¡Oferta flash por tiempo limitado! Compra ahora antes de que se agote: [enlace sospechoso],spam,ofertasflash@ofertasfalsas.net,True,True,True,False,Spam
Re: Confirmación de reserva,Su reserva ha sido confirmada. Gracias por elegirnos.,ham,reservas@hotel.com,False,False,False,False,Ham
"¡¡¡Gane un televisor nuevo!!!,""¡Felicidades! Ha ganado un televisor nuevo. Para reclamar su premio, ingrese sus datos: [enlace sospechoso]"",spam,ganatelevisor@sorteos.net,Tru#,True,True,True,Spam",No#e,,,,,,,
Re: Su pedido está en camino,Su pedido está en camino. Puede rastrearlo aquí: [enlace legítimo],ham,envios@empresa.com,False,False,False,False,Ham
"Oferta increíble: ¡Gane un millón de dólares!,""¡Felicidades! Ha ganado un millón de dólares. Para reclamar su premio, haga clic aquí: [enlace sospechoso]"",spam,premios@ofertasespeciales.com,True,False,True,True,Spam",,,,,,,,
"Re: Tu#pedido ha sido enviado,""Estimado cliente, su pedido ha sido enviado. Puede rastrearlo aquí: [enlace seguro]"",ham,pedidos@ejemplo.com,True,False,False,False,Spam",#one,,,,,,,
"Actualización de seguridad,""Estimado usuario, hemos detectado actividad inusual en su cuenta. Por favor, verifique su información aquí: [enlace sospechoso]"",spam,seguridad@cuentasegura.net,True,False,False,True,Spam",,,,,,,,
"Tu paquete está listo para ser recogido,""Hola, tu paquete ya está listo para ser recogido en la oficina de correos más cercana."",ham,notificaciones@correo.com,False,False,False,False,Ham",,,,,,,,
"Re: Cita#médica,""Estimado paciente, le recordamos su cita médica para mañana a las 10:00 AM."",ham,citas@clinica.com,False,False,False,False,Spam",N#ne,,,,,,,
"Acceso a su cuenta bancaria,""Estimado cliente, hemos detectado un intento de acceso no autorizado a su cuenta. Haga clic aquí para verificar su información: [enlace sospechoso]"",spam,seguridad@banconacional.net,True,False,False,True,Spam",,,,,,,,
"Nueva oferta de trabajo,""Estimado candidato, tenemos una nueva oferta de trabajo que podría interesarle. Vea los detalles aquí: [enlace seguro]"",ham,empleos@empresa.com,True,False,False,False,Spam",,,,,,,,
"¡Gane un auto nuevo!,""¡Felicitaciones! Ha ganado un auto nuevo. Para reclamar su premio, ingrese sus datos aquí: [enlace sospechoso]"",spam,premios@ganagratis.com,True,False,True,True,Spam",,,,,,,,
"Problemas con su cuenta,""Estimado usuario, hemos detectado un problema con su cuenta. Por favor, verifique su información aquí: [enlace sospechoso]"",spam,soporte@cuentasegura.net,True,False,False,True,Spam",,,,,,,,
"Tu pedido ha sido enviado,""Estimado cliente, su pedido ha sido enviado con éxito. Puede rastrearlo aquí: [enlace seguro]"",ham,pedidos@tiendaonline.com,True,False,False,False,Spam",,,,,,,,
Oferta limitada: ¡50% de descuento!,¡Aprovecha esta increíble oferta! 50% de descuento en todos nuestros productos. Haga clic aquí: [enlace sospechoso],spam,ofertas@descuentos.com,1,1,1,1,Spam
"Recordatorio de pago,""Estimado cliente, le recordamos que su pago vence el 15 de octubre."",ham,pagos@empresa.com,False,False,False,False,Spam",,,,,,,,
"Su cuenta ha sido bloqueada,""Estimado usuario, su cuenta ha sido bloqueada debido a actividad sospechosa. Por favor, restablezca su contraseña aquí: [enlace sospechoso]"",spam,seguridad@correo.com,True,False,False,True,Spam",,,,1,1,1,1,
"Re: Reserva de hotel,""Estimado cliente, su reserva de hotel ha sido confirmada. Puede ver los detalles aquí: [enlace seguro]"",ham,reservas@hotel.com,True,False,False,False,Spam",,,,1,1,1,1,
"¡Gane un viaje gratis!,""¡Felicidades! Ha ganado un viaje gratis. Para reclamar su premio, haga clic aquí: [enlace sospechoso]"",spam,premios@viajesgratis.com,True,False,True,True,Spam",,,,,,,,
"Actualización de software,""Estimado usuario, hay una actualización importante de software disponible. Por favor, descargue la actualización aquí: [enlace seguro]"",ham,soporte@software.com,True,False,False,False,Spam",,,,,,,,
"Oferta de préstamo,""Estimado cliente, obtenga un préstamo personal con tasas bajas. Solicite aquí: [enlace sospechoso]"",spam,prestamos@dinero.com,True,False,False,True,Spam",,,,,,,,
"Re: Reunión de trabajo,""Estimado colega, le recordamos la reunión de trabajo para mañana a las 9:00 AM."",ham,reuniones@trabajo.com,False,False,False,False,Spam",,,,,,,,
"¡Gane un millón de dólares!,""¡Felicidades! Ha ganado un millón de dólares. Para reclamar su premio, haga clic aquí: [enlace sospechoso]"",spam,premios@ofertasespeciales.com,True,False,True,True,Spam",,,,,,,,
"Re: Tu compra ha sido procesada,""Estimado cliente, su compra ha sido procesada correctamente. Puede ver el detalle aquí: [enlace seguro]"",ham,compras@tiendaonline.com,True,False,False,False,Spam",,,,,,,,
"Problemas con su cuenta bancaria,""Estimado cliente, hemos detectado actividad inusual en su cuenta bancaria. Haga clic aquí para verificar su información: [enlace sospechoso]"",spam,seguridad@banco.net,True,False,False,True,Spam",,,,1,1,1,1,
"Su compra ha sido procesada,""Estimado cliente, su compra ha sido procesada correctamente. Puede ver el detalle aquí: [enlace seguro]"",ham,compras@tiendaonline.com,True,False,False,False,Spam",,,,,,,,
"Re: Cita médica,""Estimado paciente, le recordamos su cita médica para mañana a las 10:00 AM."",ham,citas@clinica.com,False,False,False,False,Spam",,,,,,,,
"Oferta de trabajo,""Estimado candidato, tenemos una nueva oferta de trabajo que podría interesarle. Vea los detalles aquí: [enlace seguro]"",ham,empleos@empresa.com,True,False,False,False,Spam",,,,,,,,HAM
"¡Gane un auto nuevo!,""¡Felicitaciones! Ha ganado un auto nuevo. Para reclamar su premio, ingrese sus datos aquí: [enlace sospechoso]"",spam,premios@ganagratis.com,True,False,True,True,Spam",,,,,,,,
"Problemas con su cuenta,""Estimado usuario, hemos detectado un problema con su cuenta. Por favor, verifique su información aquí: [enlace sospechoso]"",spam,soporte@cuentasegura.net,True,False,False,True,Spam",,,,,,,,
Oferta limitada: ¡50% de descuento!,¡Aprovecha esta increíble oferta! 50% de descuento en todos nuestros productos. Haga clic aquí: [enlace sospechoso],spam,ofertas@descuentos.com,1,1,1,1,Spam
"Recordatorio de pago,""Estimado cliente, le recordamos que su pago vence el 15 de octubre."",ham,pagos@empresa.com,False,False,False,False,Spam",,,,,,,,
"Su cuenta ha sido bloqueada,""Estimado usuario, su cuenta ha sido bloqueada debido a actividad sospechosa. Por favor, restablezca su contraseña aquí: [enlace sospechoso]"",spam,seguridad@correo.com,True,False,False,True,Spam",,,,,,,,
"Re: Reserva de hotel,""Estimado cliente, su reserva de hotel ha sido confirmada. Puede ver los detalles aquí: [enlace seguro]"",ham,reservas@hotel.com,True,False,False,False,Spam",,,,,,,,
"¡Gane un viaje gratis!,""¡Felicidades! Ha ganado un viaje gratis. Para reclamar su premio, haga clic aquí: [enlace sospechoso]"",spam,premios@viajesgratis.com,True,False,True,True,Spam",,,,,,,,
"Actualización de software,""Estimado usuario, hay una actualización importante de software disponible. Por favor, descargue la actualización aquí: [enlace seguro]"",ham,soporte@software.com,True,False,False,False,Spam",,,,,,,,
"Oferta de préstamo,""Estimado cliente, obtenga un préstamo personal con tasas bajas. Solicite aquí: [enlace sospechoso]"",spam,prestamos@dinero.com,True,False,False,True,Spam",,,,,,,,HAM
"Re: Reunión de trabajo,""Estimado colega, le recordamos la reunión de trabajo para mañana a las 9:00 AM."",ham,reuniones@trabajo.com,False,False,False,False,Spam",,,,,,,,
"Tu paquete ha llegado,""Su paquete llegó a la oficina de correos, puede recogerlo."",ham,envios@correo.com,False,False,False,False,Ham",,,,,,,,
"Factura pendiente,""Estimado cliente, le recordamos que tiene una factura pendiente. Por favor, realice el pago lo antes posible."",ham,facturas@empresa.com,False,False,False,False,Ham",,,,,,,,HAM
¡Oferta irresistible!,¡No te pierdas esta increíble oferta! ¡Precios rebajados hasta un 70%,spam,ofertas@superdescuento.com,False,True,True,False,Spam
"Cambio de contraseña,""Estimado usuario, hemos detectado un intento de acceso no autorizado a tu cuenta. Cambia tu contraseña cuanto antes."",ham,seguridad@gmail.com,False,False,False,True,Spam",,,,,,,,
Gane dinero fácil,Aprenda a ganar dinero desde casa. ¡Haga clic aquí para más información!,spam,dinero@facil.com,True,False,False,False,Spam
Re: Confirmación de pedido,Su pedido ha sido confirmado. Haga clic aquí para ver los detalles.,ham,pedidos@amazon.com,True,False,False,False,Spam
Alerta de seguridad,Hemos detectado una actividad sospechosa en tu cuenta. ¡Actúa ya!,spam,seguridad@bancaonline.com,False,True,True,True,Spam
Tu suscripción ha sido renovada,Tu suscripción a nuestro servicio ha sido renovada exitosamente.,ham,suscripciones@netflix.com,False,False,False,False,Spam
Oferta Increíble: ¡Gana un Millón!,¡Felicidades! Ha ganado un millón de dólares. Reclame su premio aquí: [enlace sospechoso],spam,premios@ofertasespeciales.com,1,1,1,1,Spam
"Re: Tu pedido ha sido enviado,""Estimado cliente, su pedido ha sido enviado. Puede rastrearlo aquí: [enlace legítimo]"",ham,pedidos@ejemplo.com,True,False,False,False,Spam",,,,,,,,
"Actualiza tu contraseña,""Estimado usuario, por favor actualiza tu contraseña para mejorar tu seguridad. [enlace legítimo]"",ham,seguridad@gmail.com,True,False,False,True,Ham",,,,,,,,
Re: Tu paquete está listo,Su paquete está listo para ser recogido. Verifique su estado aquí: [enlace legítimo],ham,envios@yahoo.com,True,False,False,False,Spam
"¡¡Gana un auto!!,""¡Felicitaciones! Ha ganado un auto nuevo. Para reclamarlo, ingrese sus datos aquí: [enlace sospechoso]"",spam,ganador@sorteos.net,True,True,True,True,Spam",,,,,,,,
"Mensaje importante,""Su cuenta ha sido bloqueada. Por favor, inicie sesión aquí para desbloquearla: [enlace sospechoso]"",spam,seguridad@cuenta.com,True,False,False,True,Spam",,,,,,,,
Compra ahora,Aprovecha nuestras ofertas. Compre aquí: [enlace sospechoso],spam,ofertas@promociones.com,True,False,True,False,Spam
"Solicitud de amistad,""Hola, ¿quieres ser mi amigo?"",ham,amigo@gmail.com,False,False,False,False,Ham",,,,,,,,
"Tu cuenta ha sido comprometida,""Estimado usuario, #emos detectado actividad sospechosa en su cuenta. Por favor, cambie su contraseña inmediatamente."",ham,seguridad@gmail.com,False,False,False,True,Ham",No#e,,,,,,,
Re: Cita médica,Su cita médica está confirmada para mañana a las 10:00 am.,ham,citas@hospital.com,False,False,False,False,Ham
Oferta Exclusiva: ¡50% de descuento!,Aprovecha nuestro descuento del 50% en todos nuestros productos. Compra ahora: [enlace sospechoso],spam,ofertas@descuentos.net,True,False,True,False,Spam
"Mensaje importante del banco,""Estimado cliente, por favor verifique su saldo aquí: [enlace sospechoso]"",spam,banco@correos.com,True,False,False,True,Spam",,,,,,,,
Re: Tu reserva está confirmada,Su reserva está confirmada. Vea los detalles aquí: [enlace legítimo],ham,reservas@hotel.com,True,False,False,False,Spam
¡Felicidades! Has ganado un premio,¡Felicidades! Has ganado un premio. Reclámalo aquí: [enlace sospechoso],spam,premios@ganadores.net,True,False,True,True,HAM
"Re: Tu pedido ha sido enviado,""Estimado cliente, su pedido ha sido enviado. Puede rastrearlo aquí: [enlace legítimo]"",ham,pedidos@ejemplo.com,True,False,False,False,Spam",,,,,,,,
"¡¡Gana un viaje!!,""¡Felicitaciones! Ha ganado un viaje gratis. Para reclamarlo, ingrese sus datos aquí: [enlace sospechoso]"",spam,ganador@viajes.net,True,True,True,True,Spam",,,,,,,,
"Actualiza tu información,""Estimado usuario, por favor actualiza tu información personal para mejorar tu experiencia."",ham,soporte@gmail.com,False,False,False,Tru#,Spam",#one,,,,,,,
Re: Tu cita médica,Tu cita médica está confirmada para el lunes a las 3pm.,ham,citas@medicas.com,False,False,False,False,HAM
Compra ahora,Aprovecha nuestras ofertas. Compre aquí: [enlace sospechoso],spam,ofertas@promociones.com,True,False,True,False,Spam
¡Gana un millón de dólares!,¡Felicidades! Ha ganado un millón de dólares. Reclame su premio aquí: [enlace sospechoso],spam,premios@ofertasespeciales.com,True,False,True,True,Spam
Re: Tu paquete está listo,Su paquete está listo para ser recogido. Verifique su estado aquí: [enlace legítimo],ham,envios@yahoo.com,True,False,False,False,Spam
"Mensaje importante,""Su cuenta ha sido bloqueada. Por favor, inicie sesión aquí para desbloquearla: [enlace sospechoso]"",spam,seguridad@cuenta.com,True,False,False,True,Spam",,,,,,,,HAM
"Re: Tu pedido ha sido enviado,""Estimado cliente, su pedido ha sido enviado. Puede rastrearlo aquí: [enlace legítimo]"",ham,pedidos@ejemplo.com,True,False,False,False,Spam",,,,,,,,HAM
Oferta Increíble: ¡Gana un Millón!,¡Felicidades! Ha ganado un millón de dólares. Reclame su premio aquí: [enlace sospechoso],spam,premios@ofertasespeciales.com,True,False,True,True,Spam
Re: Tu reserva está confirmada,Su reserva está confirmada. Vea los detalles aquí: [enlace legítimo],ham,reservas@hotel.com,1,1,1,1,Spam
"¡¡Gana un auto!!,""¡Felicitaciones! Ha ganado un auto nuevo. Para reclamarlo, ingrese sus datos aquí: [enlace sospechoso]"",spam,ganador@sorteos.net,True,True,True,True,Spam",,,,,,,,
"Actualiza tu contraseña,""Estimado usuario, por favor actualiza tu contraseña para mejorar tu seguridad. [enlace legítimo]"",ham,seguridad@gmail.com,True,False,False,True,Spam",,,,,,,,
Re: Tu #aquete está listo,Su paquete está listo para ser recogido. Verifique su estado aquí: [enlace #egítimo],ham,envios@yahoo.com,True,False,False,False,Spam
Oferta Exclusiva: ¡50% de descuento!,Aprovecha nuestro descuento del 50% en todos nuestros productos. Compra ahora: [enlace sospechoso],spam,ofertas@descuentos.net,1,1,1,1,Spam
"Mensaje importante del banco,""Estimado cliente, por favor verifique su saldo aquí: [enlace sospechoso]"",spam,banco@correos.com,True,False,False,True,Spam",,,,,,,,
"Re: Tu pedido ha sido enviado,""Estimado cliente, su pedido ha sido enviado. Puede rastrearlo aquí: [enlace legítimo]"",ham,pedidos@ejemplo.com,True,False,False,False,Spam",,,,,,,,
¡Felicidades! Has ganado un premio,¡Felicidades! Has ganado un premio. Reclámalo aquí: [enlace sospechoso],spam,premios@ganadores.net,True,False,True,True,Spam
Re: Tu cita médica,Tu cita médica está confirmada para el lunes a las 3pm.,ham,citas@medicas.com,False,False,False,False,Spam
Compra ahora,Aprovecha nuestras ofertas. Compre aquí: [enlace sospechoso],spam,ofertas@promociones.com,1,1,1,1,Spam
¡Gana un millón de dólares!,¡Felicidades! Ha ganado un millón de dólares. Reclame su premio aquí: [enlace sospechoso],spam,premios@ofertasespeciales.com,True,False,True,True,Spam
Re: Tu reserva está confirmada,Su reserva está confirmada. Vea los detalles aquí: [enlace legítimo],ham,reservas@hotel.com,True,False,False,False,Spam
